stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
64-01,10556,Station Saint-Michel - Édicule Est,45.559694,-73.599833,,2,STATION_M556,2
64-02,10556,Station Saint-Michel - Édicule Ouest,45.559284,-73.599876,,2,STATION_M556,2
61396,61396,Sainte-Anne / Sainte-Marie,45.402724,-73.947480,http://m.stm.info/fr/horaires/arrets/61396/bus,0,,2
61503,61503,Robert / Cluny,45.580404,-73.607776,http://m.stm.info/fr/horaires/arrets/61503/bus,0,,1
61506,61506,CLSC de Bordeaux-Cartierville,45.541407,-73.689698,http://m.stm.info/fr/horaires/arrets/61506/bus,0,,2
61507,61507,CLSC de Bordeaux-Cartierville,45.541118,-73.689052,http://m.stm.info/fr/horaires/arrets/61507/bus,0,,2
61508,61508,Henri-Bourassa / du Bois-de-Boulogne,45.537780,-73.678503,http://m.stm.info/fr/horaires/arrets/61508/bus,0,,2
61509,61509,Centre communautaire d'Anjou,45.606391,-73.563503,http://m.stm.info/fr/horaires/arrets/61509/bus,0,,2
61510,61510,Yves-Prévost / Joseph-Renaud,45.604323,-73.546250,http://m.stm.info/fr/horaires/arrets/61510/bus,0,,2
61511,61511,Sainte-Catherine / d'Orléans,45.546618,-73.536461,http://m.stm.info/fr/horaires/arrets/61511/bus,0,,2
61512,61512,Sainte-Catherine / d'Orléans,45.546896,-73.536486,http://m.stm.info/fr/horaires/arrets/61512/bus,0,,2
61513,61513,Moreau / Adam,45.538432,-73.544233,http://m.stm.info/fr/horaires/arrets/61513/bus,0,,2
61525,61525,Gare Rivière-des-Prairies,45.661603,-73.538276,http://m.stm.info/fr/horaires/arrets/61525/bus,0,,1
61529,61529,Henri-Bourassa / 6e Avenue,45.617172,-73.593255,http://m.stm.info/fr/horaires/arrets/61529/bus,0,,1
61530,61530,Henri-Bourassa / 6e Avenue,45.617098,-73.593826,http://m.stm.info/fr/horaires/arrets/61530/bus,0,,1
61538,61538,Aéroport Pierre-Elliott-Trudeau / Transport Canada,45.454047,-73.751132,http://m.stm.info/fr/horaires/arrets/61538/bus,0,,1
61539,61539,Roméo-Vachon / No 700,45.453912,-73.751111,http://m.stm.info/fr/horaires/arrets/61539/bus,0,,1
61541,61541,Mc Millan / No 555,45.453117,-73.740984,http://m.stm.info/fr/horaires/arrets/61541/bus,0,,1
61542,61542,Henri-Bourassa / Pie IX,45.595455,-73.642639,http://m.stm.info/fr/horaires/arrets/61542/bus,0,,1
61543,61543,Pie-IX / No 11209,45.594972,-73.641402,http://m.stm.info/fr/horaires/arrets/61543/bus,0,,1
61544,61544,Carrefour Henri-Bourassa / Pie-IX,45.596552,-73.643007,http://m.stm.info/fr/horaires/arrets/61544/bus,0,,1
61545,61545,Carrefour Henri-Bourassa / Pie-IX,45.596821,-73.642408,http://m.stm.info/fr/horaires/arrets/61545/bus,0,,1
61546,61546,Gare Saint-Léonard-Montréal-Nord,45.600631,-73.613584,http://m.stm.info/fr/horaires/arrets/61546/bus,0,,1
61547,61547,Gare Saint-Léonard-Montréal-Nord,45.600558,-73.613056,http://m.stm.info/fr/horaires/arrets/61547/bus,0,,1
61550,61550,des Futailles / Notre-Dame,45.581189,-73.512617,http://m.stm.info/fr/horaires/arrets/61550/bus,0,,1
61551,61551,Lafleur / Centrale,45.423308,-73.650678,http://m.stm.info/fr/horaires/arrets/61551/bus,0,,1
61553,61553,Villeray / 20e Avenue,45.567261,-73.598328,http://m.stm.info/fr/horaires/arrets/61553/bus,0,,1
61554,61554,Marc-Cantin / Fernand-Seguin,45.480675,-73.543242,http://m.stm.info/fr/horaires/arrets/61554/bus,0,,2
61555,61555,Marc-Cantin / Studios Mels,45.478286,-73.544397,http://m.stm.info/fr/horaires/arrets/61555/bus,0,,2
61556,61556,Stade de soccer de Montréal (Papineau / Lecocq),45.561754,-73.638017,http://m.stm.info/fr/horaires/arrets/61556/bus,0,,1
61558,61558,Centre univ. de santé McGill (Décarie/CUSM),45.471740,-73.603233,http://m.stm.info/fr/horaires/arrets/61558/bus,0,,1
61559,61559,Centre universitaire de santé McGill (CUSM),45.473158,-73.601954,http://m.stm.info/fr/horaires/arrets/61559/bus,0,,1
61561,61561,Station Lionel-Groulx (Saint-Jacques / Atwater),45.483340,-73.579463,http://m.stm.info/fr/horaires/arrets/61561/bus,0,,1
61562,61562,Gaétan-Laberge / Gilberte-Dubé,45.470171,-73.562332,http://m.stm.info/fr/horaires/arrets/61562/bus,0,,1
61563,61563,Gaétan-Laberge / Rhéaume,45.467863,-73.562953,http://m.stm.info/fr/horaires/arrets/61563/bus,0,,1
61564,61564,Station de l'Église,45.462797,-73.566297,http://m.stm.info/fr/horaires/arrets/61564/bus,0,,1
61566,61566,Gaétan-Laberge / de l'Église,45.463057,-73.562467,http://m.stm.info/fr/horaires/arrets/61566/bus,0,,1
61567,61567,Hôpital de Verdun (G.-Laberge / Hickson),45.465060,-73.562715,http://m.stm.info/fr/horaires/arrets/61567/bus,0,,1
61568,61568,Stade Ronald-Piché (Gaétan-Laberge / No 3750),45.466602,-73.562308,http://m.stm.info/fr/horaires/arrets/61568/bus,0,,1
61569,61569,Gaétan-Laberge / Rhéaume,45.467701,-73.562688,http://m.stm.info/fr/horaires/arrets/61569/bus,0,,1
61570,61570,Gaétan-Laberge / Gilberte-Dubé,45.470078,-73.562124,http://m.stm.info/fr/horaires/arrets/61570/bus,0,,1
61571,61571,Stade Ronald-Piché (Gaétan-Laberge / No 3750),45.465917,-73.562548,http://m.stm.info/fr/horaires/arrets/61571/bus,0,,1
61572,61572,Hôpital de Verdun (G.-Laberge / Hickson),45.464875,-73.562979,http://m.stm.info/fr/horaires/arrets/61572/bus,0,,1
61573,61573,Saint-Louis / Gohier,45.507270,-73.673282,http://m.stm.info/fr/horaires/arrets/61573/bus,0,,2
61578,61578,Fairview / Brunswick,45.462679,-73.837396,http://m.stm.info/fr/horaires/arrets/61578/bus,0,,2
61579,61579,Rosemont / Chambord,45.537208,-73.592789,http://m.stm.info/fr/horaires/arrets/61579/bus,0,,1
61581,61581,Gare Pointe-aux-Trembles,45.675776,-73.502961,http://m.stm.info/fr/horaires/arrets/61581/bus,0,,1
61582,61582,Gare Pointe-aux-Trembles,45.673675,-73.503467,http://m.stm.info/fr/horaires/arrets/61582/bus,0,,1
61583,61583,Pie-IX / Ontario,45.550271,-73.541508,http://m.stm.info/fr/horaires/arrets/61583/bus,0,,1
61584,61584,Saint-Rémi / Cabot,45.464944,-73.587494,http://m.stm.info/fr/horaires/arrets/61584/bus,0,,1
61585,61585,Saint-Rémi / Cabot,45.464878,-73.587306,http://m.stm.info/fr/horaires/arrets/61585/bus,0,,1
61586,61586,des Sciences / Ray-Lawson,45.616438,-73.560448,http://m.stm.info/fr/horaires/arrets/61586/bus,0,,1
61587,61587,Maurice-Duplessis / Lacordaire,45.611895,-73.625051,http://m.stm.info/fr/horaires/arrets/61587/bus,0,,1
61588,61588,Viau / Hochelaga,45.561273,-73.542020,http://m.stm.info/fr/horaires/arrets/61588/bus,0,,1
61589,61589,Viau / de Rouen,45.560349,-73.539184,http://m.stm.info/fr/horaires/arrets/61589/bus,0,,1
61590,61590,Viau / Ontario,45.559199,-73.535675,http://m.stm.info/fr/horaires/arrets/61590/bus,0,,1
61591,61591,Viau / La Fontaine,45.558515,-73.533634,http://m.stm.info/fr/horaires/arrets/61591/bus,0,,1
61592,61592,Viau / Adam,45.557884,-73.531706,http://m.stm.info/fr/horaires/arrets/61592/bus,0,,1
61593,61593,Viau / Sainte-Catherine,45.557329,-73.529969,http://m.stm.info/fr/horaires/arrets/61593/bus,0,,1
61594,61594,Upper-Lachine / Harvard,45.468509,-73.610288,http://m.stm.info/fr/horaires/arrets/61594/bus,0,,1
61595,61595,Papineau / Lecocq,45.561596,-73.638299,http://m.stm.info/fr/horaires/arrets/61595/bus,0,,1
61596,61596,des Galeries d'Anjou / Bombardier,45.606159,-73.584917,http://m.stm.info/fr/horaires/arrets/61596/bus,0,,2
61601,61601,Transcanadienne / No 18101,45.446474,-73.872125,http://m.stm.info/fr/horaires/arrets/61601/bus,0,,2
61603,61603,Upper-Lachine / Oxford,45.469362,-73.609142,http://m.stm.info/fr/horaires/arrets/61603/bus,0,,1
61604,61604,Angrignon / Saint-Patrick,45.451108,-73.623680,http://m.stm.info/fr/horaires/arrets/61604/bus,0,,1
61605,61605,Gare Rivière-des-Prairies,45.661934,-73.538434,http://m.stm.info/fr/horaires/arrets/61605/bus,0,,1
61606,61606,Gare Rivière-des-Prairies,45.661793,-73.538238,http://m.stm.info/fr/horaires/arrets/61606/bus,0,,1
61611,61611,Station Berri-UQAM (1621 rue Berri),45.515988,-73.562300,http://m.stm.info/fr/horaires/arrets/61611/bus,0,,1
61617,61617,William-Tremblay / André-Laurendeau,45.543337,-73.564094,http://m.stm.info/fr/horaires/arrets/61617/bus,0,,1
61618,61618,Sherbrooke / Préfontaine,45.543312,-73.557498,http://m.stm.info/fr/horaires/arrets/61618/bus,0,,1
61619,61619,Station Préfontaine (Édicule Sud),45.541962,-73.554292,http://m.stm.info/fr/horaires/arrets/61619/bus,0,,1
61620,61620,Hochelaga / Dézéry,45.542778,-73.553794,http://m.stm.info/fr/horaires/arrets/61620/bus,0,,1
61621,61621,Saint-Germain / Sherbrooke,45.544560,-73.556430,http://m.stm.info/fr/horaires/arrets/61621/bus,0,,1
61624,61624,de Louisbourg / Ranger,45.525255,-73.710434,http://m.stm.info/fr/horaires/arrets/61624/bus,0,,1
61625,61625,Boucle Thimens,45.501661,-73.707814,http://m.stm.info/fr/horaires/arrets/61625/bus,0,,1
61626,61626,Aéroport international Pierre-Eliott-Trudeau,45.456847,-73.751615,http://m.stm.info/fr/horaires/arrets/61626/bus,0,,2
61627,61627,Jarry / de Bordeaux,45.555144,-73.617419,http://m.stm.info/fr/horaires/arrets/61627/bus,0,,1
61628,61628,Station Amos,45.594772,-73.641459,http://m.stm.info/fr/horaires/arrets/61628/bus,0,,1
61629,61629,Gare Bois-Franc (Laurentien/No 11800),45.523594,-73.709974,http://m.stm.info/fr/horaires/arrets/61629/bus,0,,1
61630,61630,Cavendish / des Outardes,45.511062,-73.718818,http://m.stm.info/fr/horaires/arrets/61630/bus,0,,1
61631,61631,Cavendish / Ernest-Hemingway,45.508133,-73.716025,http://m.stm.info/fr/horaires/arrets/61631/bus,0,,1
61632,61632,Cavendish / Poirier,45.505425,-73.711670,http://m.stm.info/fr/horaires/arrets/61632/bus,0,,1
61633,61633,Cavendish / Poirier,45.506263,-73.712577,http://m.stm.info/fr/horaires/arrets/61633/bus,0,,1
61634,61634,Cavendish / Ernest-Hemingway,45.508047,-73.715444,http://m.stm.info/fr/horaires/arrets/61634/bus,0,,1
61635,61635,Cavendish / des Outardes,45.510817,-73.718553,http://m.stm.info/fr/horaires/arrets/61635/bus,0,,1
61657,61657,du Beaver Hall / Viger,45.501960,-73.563397,http://m.stm.info/fr/horaires/arrets/61657/bus,0,,1
61659,61659,Saint-Antoine / Robert-Bourassa,45.499436,-73.563871,http://m.stm.info/fr/horaires/arrets/61659/bus,0,,1
61660,61660,Terminus Angrignon,45.446423,-73.602744,http://m.stm.info/fr/horaires/arrets/61660/bus,0,,1
61638,61638,Maurice-Duplessis / Saint-Jean-Baptiste,45.659527,-73.541390,http://m.stm.info/fr/horaires/arrets/61638/bus,0,,1
61640,61640,Notre-Dame / Gadbois,45.468091,-73.596907,http://m.stm.info/fr/horaires/arrets/61640/bus,0,,2
61641,61641,École James-Lyng (Notre-Dame / de Carillon),45.468311,-73.596731,http://m.stm.info/fr/horaires/arrets/61641/bus,0,,2
61643,61643,Couture / Léonard,45.604042,-73.599359,http://m.stm.info/fr/horaires/arrets/61643/bus,0,,1
61644,61644,Couture / Léonard,45.604498,-73.598815,http://m.stm.info/fr/horaires/arrets/61644/bus,0,,1
61647,61647,Gare du Canal (Saint-Joseph / Victoria),45.438592,-73.656425,http://m.stm.info/fr/horaires/arrets/61647/bus,0,,1
61648,61648,Gare du Canal (Saint-Joseph / Victoria),45.438725,-73.656361,http://m.stm.info/fr/horaires/arrets/61648/bus,0,,1
61651,61651,Station LaSalle (Caisse / de Rushbrooke),45.470687,-73.566017,http://m.stm.info/fr/horaires/arrets/61651/bus,0,,1
61652,61652,Saint-Martin / Vanier,45.612892,-73.663083,http://m.stm.info/fr/horaires/arrets/61652/bus,0,,2
61653,61653,Station Rosemont,45.531182,-73.597503,http://m.stm.info/fr/horaires/arrets/61653/bus,0,,1
61654,61654,Station Côte-Vertu,45.514206,-73.683564,http://m.stm.info/fr/horaires/arrets/61654/bus,0,,1
61655,61655,Atwater / Saint-Jacques,45.484024,-73.579844,http://m.stm.info/fr/horaires/arrets/61655/bus,0,,1
61656,61656,De Maisonneuve / Amherst,45.518244,-73.558532,http://m.stm.info/fr/horaires/arrets/61656/bus,0,,1
61661,61661,Kieran / Douglas-B.-Floreani,45.496456,-73.762482,http://m.stm.info/fr/horaires/arrets/61661/bus,0,,2
61662,61662,Station Angrignon (des Trinitaires / Lamont),45.446593,-73.601897,http://m.stm.info/fr/horaires/arrets/61662/bus,0,,2
61663,61663,Côte-Sainte-Catherine / du Mont-Royal,45.516116,-73.590900,http://m.stm.info/fr/horaires/arrets/61663/bus,0,,1
61664,61664,Saint-Joseph / du Parc,45.519252,-73.594046,http://m.stm.info/fr/horaires/arrets/61664/bus,0,,1
61665,61665,Station Mont-Royal (Berri / du Mont-Royal),45.524644,-73.581394,http://m.stm.info/fr/horaires/arrets/61665/bus,0,,1
61666,61666,Station Snowdon (Queen-Mary / Circle),45.485476,-73.627472,http://m.stm.info/fr/horaires/arrets/61666/bus,0,,1
61667,61667,Saint-Joseph / du Parc,45.519114,-73.594462,http://m.stm.info/fr/horaires/arrets/61667/bus,0,,1
61668,61668,Gare Rivière-des-Prairies,45.661541,-73.538009,http://m.stm.info/fr/horaires/arrets/61668/bus,0,,2
61669,61669,Carrefour giratoire / René-Lévesque,45.466046,-73.544996,http://m.stm.info/fr/horaires/arrets/61669/bus,0,,1
61670,61670,de l'Île-des-Soeurs / de la Grande-Allée,45.463581,-73.545799,http://m.stm.info/fr/horaires/arrets/61670/bus,0,,1
61671,61671,René-Lévesque / Levert,45.468292,-73.535820,http://m.stm.info/fr/horaires/arrets/61671/bus,0,,1
61672,61672,du Commerce / Levert,45.467787,-73.538490,http://m.stm.info/fr/horaires/arrets/61672/bus,0,,1
61673,61673,du Commerce / Levert,45.468483,-73.539095,http://m.stm.info/fr/horaires/arrets/61673/bus,0,,1
61674,61674,du Commerce / No 40,45.468002,-73.544300,http://m.stm.info/fr/horaires/arrets/61674/bus,0,,1
61675,61675,Marguerite-Bourgeoys / des Passereaux,45.460991,-73.548199,http://m.stm.info/fr/horaires/arrets/61675/bus,0,,1
61676,61676,de l'Île-des-Soeurs / Parc de la Fontaine,45.463281,-73.545498,http://m.stm.info/fr/horaires/arrets/61676/bus,0,,1
61677,61677,de l'Île-des-Soeurs / École des Marguerite,45.464305,-73.544788,http://m.stm.info/fr/horaires/arrets/61677/bus,0,,1
61679,61679,de l'Assomption / No 5105,45.572018,-73.555378,http://m.stm.info/fr/horaires/arrets/61679/bus,0,,2
61680,61680,de l'Assomption / No 5150,45.571955,-73.555770,http://m.stm.info/fr/horaires/arrets/61680/bus,0,,2
61681,61681,Jean-Bourdon / Louis-Jadon,45.525238,-73.730101,http://m.stm.info/fr/horaires/arrets/61681/bus,0,,1
61682,61682,Jean-Bourdon / de Beauséjour,45.523741,-73.732263,http://m.stm.info/fr/horaires/arrets/61682/bus,0,,1
61683,61683,Stuart-Graham / Rodolphe-Pagé,45.451360,-73.758202,http://m.stm.info/fr/horaires/arrets/61683/bus,0,,2
61684,61684,Stuart-Graham / Rodolphe-Pagé,45.451348,-73.758337,http://m.stm.info/fr/horaires/arrets/61684/bus,0,,2
61685,61685,Stuart-Graham / Rodolphe-Pagé,45.451193,-73.758140,http://m.stm.info/fr/horaires/arrets/61685/bus,0,,2
61688,61688,Stuart-Graham / Rodolphe-Pagé,45.451173,-73.758285,http://m.stm.info/fr/horaires/arrets/61688/bus,0,,2
61690,61690,Gare Rivière-des-Prairies,45.662047,-73.538243,http://m.stm.info/fr/horaires/arrets/61690/bus,0,,2
61691,61691,Gare Rivière-des-Prairies,45.662172,-73.538058,http://m.stm.info/fr/horaires/arrets/61691/bus,0,,1
61692,61692,Station Cadillac (Sherbrooke / De Cadillac),45.576995,-73.546430,http://m.stm.info/fr/horaires/arrets/61692/bus,0,,1
61693,61693,Woodland / de Verdun,45.452473,-73.572737,http://m.stm.info/fr/horaires/arrets/61693/bus,0,,1
61694,61694,de la Montagne / des Canadiens-de-Montréal,45.495832,-73.570657,http://m.stm.info/fr/horaires/arrets/61694/bus,0,,1
61695,61695,Beurling / Rolland,45.445968,-73.584311,http://m.stm.info/fr/horaires/arrets/61695/bus,0,,1
61696,61696,Henri-Duhamel / de Verdun,45.472335,-73.570128,http://m.stm.info/fr/horaires/arrets/61696/bus,0,,2
61697,61697,Saint-Joseph / Molson,45.542806,-73.572496,http://m.stm.info/fr/horaires/arrets/61697/bus,0,,1
61698,61698,Masson / Molson,45.544356,-73.577072,http://m.stm.info/fr/horaires/arrets/61698/bus,0,,1
61699,61699,Salley / Tittley,45.424317,-73.627559,http://m.stm.info/fr/horaires/arrets/61699/bus,0,,1
61701,61701,Pie-IX / Ontario,45.550552,-73.541665,http://m.stm.info/fr/horaires/arrets/61701/bus,0,,1
61707,61707,Sauvé / Papineau,45.566058,-73.647457,http://m.stm.info/fr/horaires/arrets/61707/bus,0,,1
61708,61708,32e Avenue / Joseph-Dubreuil,45.464973,-73.711918,http://m.stm.info/fr/horaires/arrets/61708/bus,0,,1
61710,61710,32e Avenue / No 2111,45.462969,-73.709364,http://m.stm.info/fr/horaires/arrets/61710/bus,0,,1
61711,61711,Dollard / No 2695,45.438009,-73.642786,http://m.stm.info/fr/horaires/arrets/61711/bus,0,,1
61718,61718,6e Rue / 70e Avenue,45.654446,-73.554280,http://m.stm.info/fr/horaires/arrets/61718/bus,0,,1
61719,61719,Station Laurier (Saint-Joseph / Rivard),45.526871,-73.587162,http://m.stm.info/fr/horaires/arrets/61719/bus,0,,1
61721,61721,Gare Saint-Léonard-Montréal-Nord,45.601830,-73.615004,http://m.stm.info/fr/horaires/arrets/61721/bus,0,,1
61723,61723,Papineau / Charland,45.564338,-73.644621,http://m.stm.info/fr/horaires/arrets/61723/bus,0,,1
61724,61724,Sherbrooke / 81e Avenue,45.689699,-73.498137,http://m.stm.info/fr/horaires/arrets/61724/bus,0,,2
61725,61725,Sainte-Anne / Perrault,45.402701,-73.945212,http://m.stm.info/fr/horaires/arrets/61725/bus,0,,2
61726,61726,Ontario / Saint-Dominique,45.512056,-73.566417,http://m.stm.info/fr/horaires/arrets/61726/bus,0,,1
61727,61727,Henri-Bourassa / No 5600,45.517804,-73.715439,http://m.stm.info/fr/horaires/arrets/61727/bus,0,,1
61728,61728,Gare Pointe-aux-Trembles,45.674646,-73.505506,http://m.stm.info/fr/horaires/arrets/61728/bus,0,,1
61729,61729,Prince-Arthur / 43e Avenue,45.666121,-73.510833,http://m.stm.info/fr/horaires/arrets/61729/bus,0,,1
61730,61730,Saint-Jean-Baptiste / Industriel,45.644660,-73.518653,http://m.stm.info/fr/horaires/arrets/61730/bus,0,,2
61731,61731,Sherbrooke / Saint-Jean-Baptiste,45.644657,-73.513411,http://m.stm.info/fr/horaires/arrets/61731/bus,0,,1
61732,61732,42e Avenue / Prince-Arthur,45.665624,-73.510699,http://m.stm.info/fr/horaires/arrets/61732/bus,0,,1
61733,61733,Saint-Jean-Baptiste / Henri-Bourassa,45.651994,-73.535852,http://m.stm.info/fr/horaires/arrets/61733/bus,0,,2
61734,61734,Robert-Chevalier / Sherbrooke,45.655582,-73.510627,http://m.stm.info/fr/horaires/arrets/61734/bus,0,,2
61735,61735,Bridge / Wellington,45.487126,-73.555972,http://m.stm.info/fr/horaires/arrets/61735/bus,0,,1
61736,61736,Aéroport Pierre-Elliott-Trudeau,45.455379,-73.751735,http://m.stm.info/fr/horaires/arrets/61736/bus,0,,1
61737,61737,Aéroport Pierre-Elliott-Trudeau,45.455269,-73.751746,http://m.stm.info/fr/horaires/arrets/61737/bus,0,,1
61739,61739,40e Avenue / Sherbrooke,45.663619,-73.507482,http://m.stm.info/fr/horaires/arrets/61739/bus,0,,1
61741,61741,40e Avenue / Beaudry,45.663777,-73.507919,http://m.stm.info/fr/horaires/arrets/61741/bus,0,,1
61742,61742,Maurice-Duplessis / Olivier-Lejeune,45.654689,-73.552592,http://m.stm.info/fr/horaires/arrets/61742/bus,0,,2
61743,61743,Notre-Dame / Guy,45.489957,-73.567243,http://m.stm.info/fr/horaires/arrets/61743/bus,0,,1
61744,61744,de la Montagne / Ottawa,45.492014,-73.561145,http://m.stm.info/fr/horaires/arrets/61744/bus,0,,1
61745,61745,de la Montagne / du Square-Gallery,45.491786,-73.558989,http://m.stm.info/fr/horaires/arrets/61745/bus,0,,1
61746,61746,de la Montagne / Wellington,45.491896,-73.558987,http://m.stm.info/fr/horaires/arrets/61746/bus,0,,2
61747,61747,de la Montagne / Ottawa,45.492071,-73.560707,http://m.stm.info/fr/horaires/arrets/61747/bus,0,,1
61748,61748,de la Montagne / William,45.492310,-73.562898,http://m.stm.info/fr/horaires/arrets/61748/bus,0,,1
61749,61749,de la Montagne / Barré,45.492711,-73.564292,http://m.stm.info/fr/horaires/arrets/61749/bus,0,,1
61750,61750,Notre-Dame / de Versailles,45.491500,-73.566091,http://m.stm.info/fr/horaires/arrets/61750/bus,0,,1
61751,61751,Notre-Dame / Guy,45.490220,-73.567194,http://m.stm.info/fr/horaires/arrets/61751/bus,0,,1
61755,61755,Camillien-Houde / Remembrance,45.503421,-73.593964,http://m.stm.info/fr/horaires/arrets/61755/bus,0,,1
61756,61756,Henri-Bourassa / du Golf,45.628006,-73.577415,http://m.stm.info/fr/horaires/arrets/61756/bus,0,,1
61757,61757,Sherbrooke / Saint-Jean-Baptiste,45.644182,-73.513899,http://m.stm.info/fr/horaires/arrets/61757/bus,0,,1
61760,61760,Lajeunesse / Émile-Journault,45.547572,-73.641663,http://m.stm.info/fr/horaires/arrets/61760/bus,0,,1
61761,61761,De Contrecoeur / Marie-Ange-Bouchard,45.612435,-73.529421,http://m.stm.info/fr/horaires/arrets/61761/bus,0,,1
